Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
0.0,0.0,0.0,0.0,0.002,0.0042,0.0054,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
